text,label,encoded_label
"2 1/4 cups flour 1 1/4 cups sugar 1/4 teaspoon baking powder salt 3 eggs -- lightly beaten 1 tablespoon vegetable oil 1/4 teaspoon almond extract zest of 1 orange -- fine grated 1/2 cup coarsely chopped almonds vegetable shortening 1. Preheat oven to 350. Grease and flour baking sheet. Shake off excess. 2. In a large bowl, sift flour, sugar, baking powder and salt together. Make a well in center of mixture. To the well add remaining ingredients. With your hands, work dry mixture with liquids until a dough has been formed. Divide the dough in half. 3. On a lightly floured surface, shape dough into 2 flat-bottomed cylinders, 1 in. high, 2 1/2 in. wide and 8 in. long. Remove each to the baking sheet. Bake for 30 to 35 minutes, until lightly colored on top. Remove from oven and cool slightly. 4. Holding a long sharp knife by the handle and tip; cut cylinders diagonally into 3/4-in. slices. Carefully place slices back on baking sheet, cut sides down; return to oven for 15 minutes more and bake until sides are golden and biscotti have dried a bit. Remove from oven and cool on wire racks. The biscotti should be somewhat hard and crunchy. Yield: 20 to 24 biscotti. You can also dip one end into some melted chocolate, for a nice effect and great taste.",food,2
"Fish Oil is a healthy source of good fat As most people know, fish oil is a healthy source of fat. A recent study suggests that it may also reduce fatty substances found in the blood of those with type 2 diabetes. The study, which studied over 40 adults taking a supplement with 4 grams of fish oil over 8 weeks, proved that it lowered levels of traicylglycerol, a fatty substance that contributes to heart disease. They also found that levels of HDL, good cholesterol, rose with those who took fish oil. The study was reported in the Diabetes Care magazine and reported that those taking fish oil supplements showed LDL and HDL feel by almost 1%. That might not be a lot, but for diabetics, reducing the amount of fat in the blood by any amount is helpful. While taking fish oil supplements is helpful, eating fatty fish like salmon and mackerel is the natural way to get plenty of fish oils.",food,2
"The Juice from Sea-buckthorn Berries Sea-buckthorn Berries May Produce a Juice so Rich in Vitamins and Antioxidants That It may be Considered a Tonic For the Heart. Most of us have never even heard of a sea-buckthorn bush let alone the fact that the berries of this plant are a potential tonic for our hearts. Well these berries do exist and they are filled with cholesterol reducing compounds that may prevent arteries from clogging. Sea-buckthorn berries are found from the Atlantic coast of Europe to China, although sea-buckthorn bushes seem to thrive in the semi arid deserts of central Asia. The juice of sea-buckthorn berries has long been used in China, Tibet, Mongolia, and Russia as a health drink. Due to the acidic nature of the berries, they are not pleasant to eat. However, when mixed with other sweet juices such as apple or grape they are much more palatable for our consumption. This juice is full of vitamin C, vitamin E, amino acids, and minerals that may prevent bad cholesterol from becoming oxidized thus reducing an individual’s risk of coronary artery disease. Recently, a new process has been developed to extract the juice of the sea-buckthorn berry that allows forty percent of the original polyphenol, fifty percent of the flavonoids and seventy percent of the vitamin C to remain in the juice. The improvement in the extraction process may enable the juice to become more marketable for western consumers as a preventative tonic for the heart.",food,2
"Firat Güder admits it, albeit a bit chagrined. He often leaves unopened yogurt in his office at room temperature for several weeks before he eats it. So far, he’s escaped any ill effects. “They’re still good to eat,” he said. “I have not gotten sick from them yet. Of course, I don’t suggest other people do this.” Güder, assistant professor in the department of bioengineering at Imperial College London, knows maybe he’s just been lucky. Like many consumers, he thinks about food safety, but tries to keep his perspective about the risks. “I do throw away items myself, but usually just use the ‘use-by’ dates as a reference point,” he said. “I do not solely rely on them.” He's referring to the often baffling dates stamped on food labels, which, in reality, have little to do with safety — and pose little danger if ignored, except in the case of infant formula — according to the U.S. Department of Agriculture. ""Sell by"" tells the store how long — for inventory reasons — to display the product. ""Use by"" is the last date the food will be at its peak, similar to ""best by,"" the last date for optimal flavor and quality. In response to consumer confusion, the government created a detailed list of how long foods can be considered fresh. Nevertheless, dates on packaging confuse people and often prompt many shoppers to toss food that's still safe and wholesome to eat. Güder thinks he’s come up with an idea that will help solve this problem. He’s invented an inexpensive sensor that can be embedded in a smartphone and held up against a food package at home or in the store to detect whether the food is still fresh. The sensor, which costs about two cents to make, identifies spoilage gases — ammonia and trimethylamine, for example — and are linked to “near field communication” (NFC) tags, microchips that smartphones easily can read.",food,2
"You probably already know that processed food is bad for you. Twinkies, after all, are not eaten for health, but for the joy of chewing yellow sponge cake injected with non-perishable cream. But it might surprise you to know that there's never been any real data to back this up. Most researchers and nutritionists theorized that ultra-processed food makes you overeat, on top of being high in calories, sugar, and fat while being low in fiber. To test that hypothesis, researchers at the National Institute of Diabetes and Digestive and Kidney Diseases recruited 20 volunteers, evenly split by gender, and kept them in a special wing of the NIH Clinical Center for 28 days straight. Nutrition studies are often plagued by having too many variables you can’t control for. People who eat more processed foods also tend to have other factors that might influence their health, like having less money to pay for healthcare or less time to spend exercising. Just observing the general traits of folks consuming junk food won’t get you to any definitive conclusions—you can only ever get associations. So instead of just observing what people ate, the NIH researchers prescribed and controlled every single meal, plus the amount of daily exercise the participants got. For the first two weeks, half of the group ate a diet rich in veggies, whole grains, and other unprocessed food, while the other half ate ultra-processed stuff. Every meal contained twice as many calories as the person would actually need to maintain their body weight, and everyone was told to eat as much or as little as they wanted. Then the groups swapped menus for the last two weeks of the study, which was published this week in the journal Cell Metabolism. The most important part of this study, though, is that the meals were matched on their macros. Whether you were on the processed or unprocessed week, each meal had roughly the same number of carbs, fat, protein, fiber, sugar, and total calories. The researchers couldn’t match more specific categories, like added sugar or saturated fat, simply because it’s hard to find chips and fruit juice that are as low in those unhealthy nutrients as whole foods are.",food,2
"Every day, doctors write prescriptions for medications that will treat various ailments in their patients. Those prescriptions, though, come once the patient is already sick. In an effort to stop disease before it starts, some researchers are pushing for policies and programs that would let doctors prescribe healthy foods and insurers to cover them—actively helping patients shift to a health-promoting diet. These types of programs work: Subsidizing fruits, vegetables, and other healthy foods under Medicare and Medicaid could prevent millions of cases, as well as deaths from cardiovascular disease, according to a new model. It would prevent hundreds of thousands of diabetes cases, as well, and save billions of dollars in healthcare costs. “The power of food as medicine is increasingly clear,” says study author Dariush Mozaffarian, dean of the Friedman School of Nutrition Science and Policy at Tufts University. And the idea of treating food as a key element of healthcare is catching on across the healthcare industry, says Rita Nguyen, assistant Health Officer in the San Francisco Department of Public Health. “People are recognizing the common sense of it all,” she says. “We spend so much on healthcare, and our outcomes are abysmal. We don’t invest in prevention.” Food as medicine doesn’t mean that individual foods can be used to treat individual conditions or diseases, but that a healthy diet can help manage disease, Nguyen notes—the leading risk factor for cardiovascular disease, for example, is poor diet. “With food insecurity, treating someone by giving them food can improve health. For those who are food secure, anyone given a good diet will have improved health management,” she says.",food,2
"The new model analyzed the effects of two policy scenarios: In the first, 30 percent of the costs of fruits and vegetables would be covered under Medicare and Medicaid; in the second, 30 percent of fruits, vegetables, and other healthy foods like whole grains and seafood would be covered. The model incorporated things like socioeconomic demographics and health risk factors of people enrolled in Medicare and Medicaid, data on the way price decreases change healthy food purchasing behaviors, and subsidy costs. The study team found that subsidizing fruits and vegetables would prevent 1.93 million cardiovascular events, like heart attacks, and 350,000 deaths from the conditions. Subsidizing fruits, vegetables, and other healthy foods would prevent 3.28 million cardiovascular events, 620,000 deaths, and 120,000 cases of diabetes. The fruits and vegetables program would save nearly $40 billion in healthcare costs, and the addition of other healthy foods would save over $100 billion. “It costs money, but most of that is offset by lower healthcare costs,” Mozaffarian says. “When you look at the cost per year of life saved, all of the interventions were extremely cost effective.” It’s just as cost effective, he says, as paying for drugs to prevent high blood pressure.",food,2
"The conversations around health-focused food subsidies also highlights that the barriers to healthy food are largely financial. ""Food security is a money issue,"" Nguyen says. ""If you have the money, you can get healthy food."" While food deserts are important issues, they're not the primary hurdle—and research shows that simply adding grocery stores doesn't increase people's consumption of healthy food or their health. ""It's not to say access isn't an issue, but often times in low income communities, it's not the main thing,"" she says. Food prescription and subsidy programs that lower costs, though, can help, and are designed to stop healthcare problems and costs from ever appearing. “If our social structures aren’t aligned to support people meeting their basic needs to support health, we’ve chosen to pay for it in other ways. And then we have worse health outcomes,” Nguyen says. In other words, if we’re worried about high blood sugar, food interventions might be a better bet than doctors visits and high-tech medicine. If we’re focused on making sure people are getting their blood sugar levels checked regularly, she says, it’s already too late. “Access to healthcare isn’t going to really stop the source.”",food,2
"Increasing the amount of ultra-processed foods that you eat also shortens your life, according to a new study. The research, published in JAMA Internal Medicine, tracked nearly 45,000 French men and women over eight years. It found that for every 10 percent increase in the amount of ultra-processed foods the participates ate, risk of death went up 1 percent. Ultra-processed foods fall at the far end of the NOVA food classification system, which breaks what you eat down into four categories: unprocessed foods (edible parts of plants and animals); processed ingredients (like oils, flour, or sugar); processed foods (which involve cooking unprocessed foods with processed ingredients to make breads or canned vegetables); and ultra-processed foods (which don't have any intact, unprocessed parts). These ultra-processed foods are mostly made from substances derived from other foods, preservatives, and additives—designed to create convenient and long-lasting products. Both processed and ultra-processed foods can add excess sugars, oils, and fats to a diet, notes Claire Berryman, an assistant professor in the department of nutrition, food, and exercise sciences at Florida State University. Ultra-processed foods, though, take the amount to the next level—and also contain additives and other highly manufactured ingredients. The JAMA Internal Medicine can't say that these foods caused an earlier death, just that they're associated with an early death. It's not possible, therefore, to say what exactly in these foods contributes to the problems. However, the high amounts of bad-for-you ingredients are likely to play a role, Berryman says. ""Anytime you're getting an excess of sugar, fat, or salt, there can be problems."" Here's what's hiding in the packaging:",food,2
"Over the past few years, major food companies, like Coca-Cola, General Mills, and Hershey, signaled an interest in combating their images as junk-food giants—they’ve been introducing healthier products, cutting sugar, and promoting exercise. However, these food giants haven't changed their advertising practices to match with those causes, according to a new report from the University of Connecticut Rudd Center for Food Policy & Obesity. In addition, their product promotion continues to disproportionately affect black and Hispanic children and teenagers, whom the companies target specifically with junk food ads. These groups are more likely to see more of these ads than their white counterparts. “Companies say that they want to be part of the solution to obesity and the overconsumption of unhealthy foods,” says Jennifer Harris, report author and Director of Marketing Initiatives at the Rudd Center. “But they are still overwhelmingly using ads to push unhealthy stuff, and their disproportionately targeting black and Hispanic youth.” Using market research data, the team examined advertising spending in 2017 in total, as well as advertising spending for Spanish-language and black-targeted television in 32 brands, including McDonald’s, Hershey, Kellogg, and Domino's Pizza. They also looked at black, white, and Hispanic children and teen’s exposure to food-related advertising.",food,2
"The analysis shows that of the billions of dollars spent on advertising, only 3 percent of that money went to promote healthier food products, like 100 percent juice, water, nuts, or yogurt. Black and Hispanic viewers were far less likely to be targeted with healthier advertising—healthy food made up just 1 percent of food advertising on black-targeted television. “No water, fruit or nut brands targeted either Hispanic or Black consumers,” the report noted. Although companies don’t disclose their marketing strategies, statements they do release shows that they see Hispanic and or “multicultural” groups as important marketing opportunities, the report said. “But it seems only unhealthy brands are a marketing opportunity,” Harris says. The findings build on the Rudd Center’s 2015 report that looked at advertising practices in 2013, and shows that the data has largely stayed the same since then. “We’re not surprised, but we did expect we might see some improvement, especially in healthy products,” Harris says. “Not much has changed, unfortunately.”",food,2
"3 pounds chicken wings -- tips removed at joints into 2 pcs 1/3 cup soy sauce 1/3 cup orange juice 2/3 cup plus 2 T dry red wine -- preferable Beaujolais 3 cloves garlic -- mashed 2 tablespoons gingerroot -- chopped 6 tablespoons red currant jelly 2 tablespoons orange zest -- grated 1 tablespoon orange zest -- thin julienne, for garnish 1. Place split wings in a large shallow nonaluminum pan. Mix soy, orange juice, red wine, garlic and gingerroot together and pour over the wings. Cover pan with plastic wrap and refrigerate overnight, turning several times in the marinade. 2. 375. Line a baking pan with foil. Coat a cooking rack with vegetable cooking spray and place rack in baking pan. 3. Drain chicken and arrange on rack. Roast for 45 minutes, turning wings once. Remove from oven, but do not turn off the oven. 4. Combine jelly, 2 T red wine, and grated zest in small pan medium heat. Stir until jelly is melted. Brush wings generously with the glaze and return to oven for 10 minutes. Turn and brush again with glaze. Bake another 10 minutes, or until a rich dark brown and shiny. Remove and cool 5 minutes. Can be baked up to a day ahead and reheated. 5. Arrange in overlapping rows. Sprinkle with julienned zest. Serve warm",food,2
"One major change, though, was in the amount of money spent targeting black viewers—it increased by half from 2013 to 2017. Most individual companies increased their spending on black-targeted television between 2013 and 2017, and Hershey, PepsiCo, and Domino’s Pizza dedicated the biggest chunk—around 4 percent—of their advertising budget to that group. In addition, the gap widened between the number of food-related advertisements black and white children and teens saw. In 2013, black children and teens saw 70 percent more ads than white peers, and in 2017, that grew to 86 percent. While the amount of ad spending on black-targeted television might have contributed to the growing gap, it also might be due to the changing amount of time the groups spend watching television. “The amount of time spent watching TV is going down, but the declines are much greater for white teens than black teens,” Harris says. Socioeconomic factors might contribute to that discrepancy, she says: Wealthier, white communities might be more likely to pay for and watch television on services like Hulu or Netflix. “That’s great, but if you’re in a lower income household, you might not able to afford that.” Research shows that kids consume more junk food when they're exposed to junk food advertising, and that ads help solidify brand preferences in children—so if black and Hispanic kids have more exposure to these ads, they're more likely to eat more unhealthy food. ""[Companies] would argue that they're not increasing consumption of sugary drinks overall, or fast food overall,"" Harris says. ""But when sugary drinks are marketed, it grows the whole category, not just the one product."" Black and Hispanic communities are already disproportionately affected by certain diseases that are exacerbated by an overconsumption of junk food, so the advertising targets compound an existing public health problem. “These companies are targeting kids in communities where their families have higher rates of obesity and diabetes and heart disease, which these products contribute to,” Harris says. “They’re not even trying to market healthy foods to these kids, which doubles down on it being unhealthy. I’m sure they’re not thinking of it that way, they’re trying to grow their business. But looking at the bigger picture, it’s really harmful.”",food,2
"Food allergies can be confusing to figure out. Once a food item has wrecked havoc on any part of your body, whether its an itchy rash or a bout of diarrhea, its easy to dismiss that reaction as an allergy. But how many of us actually have true food allergies? A recent study suggests that number is far less than what you might think. Even though common wisdom holds that allergies of all kinds have been on the rise in recent years, researchers actually have very little data on allergies in adults since many of them never get diagnosed by a physician. Some studies have attempted to use hospitalization data as a proxy, but that only picks up people with sufficiently serious allergies to go to the ER for anaphylaxis. Another study used data from NHANES, a massive national survey study that occurs every few years, to look at actual blood test results. One study in the journal JAMA Network Open, took a far broader approach, and focused solely on food allergies: Researchers based out of Northwestern University surveyed some 40,443 American adults and asked them a series of questions designed to figure out how many people actually had food allergies versus how many just thought they did. Their findings: Although one in five people surveyed reported having an allergy, only about one in 10 actually does. To understand how they came to this conclusion, we first have to understand the difference between a true food allergy and a food intolerance, both of which can seem similar to the untrained eye.",food,2
"Let’s start with an example pretty much everyone is familiar with: dairy. Most people know someone who’s lactose intolerant. These individuals lack the enzyme lactase (to varying degrees) that allows them to break down lactose, the sugar in milk. If they consume a large amount of lactose-containing dairy, the undigested lactose builds up in the gut causing uncomfortable symptoms like bloating and diarrhea until the stuff passes through the digestive tract. Though uncomfortable, that gastrointestinal distress is never life-threatening. As such, they can absolutely drink a milkshake (though they will likely pay for it later). On the other hand, you probably don't know someone with a milk allergy because that's much less common. But if you do, you know they can't drink milkshakes. That's because they have a true allergy, which means the root of the problem is not in their digestive systems, but rather in their immune systems. Allergists call these responses ""IgE-mediated"" because, well, they're mediated by a protein called Immunoglobulin E. IgE is an antibody that your immune system produces whose job it is to identify intruders like parasites. People with allergies accidentally produce IgE molecules that identify harmless proteins like those in peanuts, shellfish, or milk as being dangerous. That means upon ingestion, IgE are like the alarm that kicks up a massive immune response, recruiting histamines and other immune cells that kill the invader. It's this overreaction that causes your throat to close or your blood pressure to drop precipitously, or any of the other allergic symptoms that transcend one bodily organ and extend into the respiratory system or perhaps the skin or cardiovascular system. This response can absolutely be life threatening.",food,2
"Not everyone with a true food allergy will have the same symptoms, but they will all be governed by IgE. Conversely, people with food intolerances, like lactose intolerance, only get digestive symptoms. And listen, we're not here to dismiss the severity of your GI issues. If you're in genuine pain after you eat dairy, shellfish, or eggs, it might be best for you to avoid them. But when allergists are counting people with food allergies, they're not counting you. As the American Academy of Allergy Asthma and Immunology notes, these kinds of food intolerances are caused by enzyme deficiencies or some sensitivity to particular chemicals in food (natural or otherwise). Allergies, rather, must invoke the immune system.",food,2
"Potential confounding factors—like high income or physical activity level—are especially important when studying the health benefits of organic food, because eating organic is associated with lots of things that also help you live a longer, healthier life. In other words, people who regularly eat organic food tend to have other lifestyle factors and habits that could easily lower cancer risk as well. Even within just this one study, high organic food consumption was associated with higher income, higher occupational status (a ""better"" job, like being a manager or working an intellectual office job), more physical activity, eating more fruits and veggies, and eating less meat and processed food. Those are all things that make you more likely to stay healthy than those who can't afford to take such good care of themselves. And on top of those potential confounders, it's very easy for people to misreport how much and what kind of food they really eat. ""Organic food intake is notoriously difficult to assess,"" notes an accompanying editorial in JAMA, ""and its self-report is highly susceptible to confounding by positive health behaviors and socioeconomic factors."" The researchers can try to control for these issues, which means doing statistical analysis to try to figure out the effect of organic food with all other factors being equal, but the problem with confounders is that it's very difficult to control for all of them.",food,2
"Diets are everywhere, but could eating “negative calorie” foods, such as celery and grapefruit, help to boost weight loss? A calorie is a unit of energy, usually expressed as kilocalories (kcal) for the energy content in food. The theory behind negative calorie foods is that some foods have lower calorie (energy) content than the amount of energy it takes to digest and absorb the food into the body. This sounds plausible, in theory. But in reality, even the lowest calorie foods, such as celery, contain more calories than it takes to break down and absorb them in the body. Our energy needs are made up of three components: • The energy needed to maintain a body at rest, which is the energy needed for our body to carry out its basic processes so we can live. • The thermic effect of eating, which is the increase in metabolic rate after eating, while food is digested and absorbed. • Additional energy needed for activity and exercise. Of these, the thermic effect uses the fewest calories—about 10% of the energy we take in. In other words, about a tenth of the calories we eat are used to process our food—this includes chewing our food, moving it through the digestive system, absorbing nutrients, and storing excess energy. Foods such as celery, grapefruit, broccoli, tomatoes, and cucumber have all been touted as negative calorie foods, but there is no scientific evidence to support this idea. Although they are very low calorie foods, with seven to 30 kcal per 100g, it still takes less energy than this to process them. This is because they contain large amounts of water and fiber, which have a very low energy cost.",food,2
"You've probably heard a lot of mixed things about coffee—it's bad, it's good, it doesn't do anything—but the bulk of the evidence says drinking joe is good for you. Cardiologists think some of the health benefits may come from the antioxidants in coffee, like polyphenols, but it's been difficult to link the effects to any specific compound. The polyphenolic antioxidants seem to improve insulin sensitivity and glucose metabolism. Insulin is how your body tames spiking blood glucose levels, and when the system gets out of whack you can develop larger metabolic problems like type two diabetes. Most of the reassurance that coffee is part of a healthy diet comes from observational studies, where researchers ask a large number of people to describe their eating and coffee drinking habits, and then find associations between consuming coffee and heart health. Those studies have found that drinking somewhere around three to five cups a day reduces your overall risk of death as well as your risk of cardiovascular disease. Java also doesn’t seem to have any significant impact on arrhythmias, hypertension, blood lipid levels, or cholesterol, but it does decrease your risk of developing type two diabetes. All that being said, the thing that’s not healthy about many Americans’ coffee habits is the sugar. Coffee-flavored drinks, or simple drip coffee with tons of sugar added, are counterproductive. The sugar and calories in them work against the heart-healthy black coffee, so try to drink your morning cup with as few adulterating other ingredients as possible.",food,2
"Not even the most optimistic of nutritionists thinks you'll never touch a piece of cake again. We may assume those who teach people to eat for a living would believe in the elimination of all junk food, but the reality is that even the pros know you'll cave sometimes. And that's okay. You just gotta have a plan. ""Eating is a rest-of-your-life thing,"" says Teresa Fung, a professor of nutrition at Simmons College. That means whatever your diet plan is, she and other nutritionists want you to be able to stick with it long-term. Unless you have god-level willpower, you're not going to be able to resist sugar forever—and in fact, nutritionists don't want you to. Fung explains that regardless of the diet you pick, if you go off of it once you've lost whatever weight you want to shed, you'll just end up gaining it back later and losing the benefit of dieting in the first place. It's far better for your long-term health to learn how to make better choices than it is to diet intermittently. Here are a few tips that Fung recommends to eat healthily while still making room for your favorite cookies.",food,2
"If cutting down on calories is your primary goal, you might be tempted to skip other food in order to make room for your unhealthy treats in the plan. But Fung says this is a mistake, because your self-control is at its lowest when you're hungry. Your blood sugar levels have dropped, which means your brain isn't at its most rational, and you're probably in a bad mood. This is when you're most likely to overindulge. That's why Fung says ""junk is for once you're full."" Obviously no one is suggesting you go to town on some ice cream when you're already full to bursting from a meal of veggies—you can save some room for the good stuff. But if you make sure to eat treats after real food instead of when you're super hungry, you’ll make better choices about which foods to eat. Plus your ghrelin levels (the hormone that makes you feel hungry) will have dropped, which will decrease your overall desire to eat.",food,2
"So, it’s unclear how many Americans will actually be looking to avoid GM food in the future. But even if you want to keep your pantry GMO-free, doing so could prove challenging. “Can people avoid them? The answer is certainly yes. Especially in the last few years there have been more products on the market that are non-GMO or organic,” says Jayson Lusk, an economist at Purdue University who studies the consumer side of GMOs. “Now, those products are more expensive—no one ever said you can avoid them for free. But they can if they’re willing and able to pay, and one way they’ll pay is in the time to find the products.” Though very few fruits and vegetables are genetically engineered, he points out that almost anything with corn or soybeans will be difficult to get without a GM component. More than 90 percent of both crops are bioengineered in the U.S., and corn and soy derivatives go into many processed foods. Much of the sugar produced derives from sugar beets, nearly all of which are genetically engineered. Somewhere between 60 and 70 percent of processed foods on the market today have a GM ingredient, but many of those foods may not require a label according to the proposed rules.",food,2
"3 1/2 cups flour 1 cup sugar 1/2 cup butter -- softened 2 teaspoons baking powder 1/2 teaspoon lemon rind -- grated 1/2 teaspoon salt 2 eggs -----vanilla cream----- 2/3 cup sugar 3 tablespoon cornstarch 1/4 teaspoon salt 3 egg yolks 2 cup milk 1 tablespoon butter 1 teaspoon vanilla extract 1 teaspoon almond extract -- optional Blend everything in large bowl and mix. Roll out on floured board and cut with a four inch water glass. Make 12 circles. Line greased cupcake pan with the 12 circles. Fill each cup with pastry cream (below). Top each with another circle cut with a 3 inch glass--make sure the cake is sealed. Bake 20 to 25 minutes at 375. Let cool completely in pan. This is my mom's cream-puff cream. It's just a sweet, vanilla cornstarch pudding. I'm giving you the microwave recipe, because otherwise it takes an eternity of stirring on the stove, after which your arm will fall off. If you choose to cook it that way, make sure you keep the heat low while you're waiting for the stuff to thicken, and never ever stop stirring, or the cream will stick to the bottom and burn and then you will have a million nasty little brownish-black flecks throughout your pudding, which will do absolutely nothing for the texture. VANILLA CREAM In microwave bowl, mix: 2/3 C sugar 3 T cornstarch 1/4 t salt add a fraction of 2 C milk, a little at first to make a smooth paste, then the rest until the mixture is smooth. Microwave this at high for 8-9 minutes, stirring every 2 min until the stuff is smooth and thickened. Meanwhile, put 3 egg yolks (or two whole eggs) into another bowl and beat them slightly. Quickly stir half of the hot milk mixture into eggs, and then add the new egg mixture to the original milk mixture. Microwave at high 1 to 2 min until mixture is thick and glossy. Add 1 T butter 1 t vanilla extract (And, optionally, for extra flavor) 1 t almond extract Let cream cool before adding to cupcakes or creampuffs... If you're eating it by itself, it's great while it's still warm.",food,2
"Highly processed ingredients like high fructose corn syrup have little to no traceable DNA in them, and so the U.S. Department of Agriculture (which regulates food labels) doesn’t require manufacturers to add a label to indicate those bioengineered foods. And then there’s that word—”bioengineered.” The USDA only just announced how they would require manufacturers to disclose GM ingredients, though the law was enacted back in 2016, and the new rules don’t use the term “GMO” or even “GM.” Instead, they opt for “BE” or “bioengineered,” perhaps to avoid using loaded terminology. “I’m not sure how much people will know that term,” says Dominique Brossard, a communications professor at University of Wisconsin-Madison specializing in life science issues like GMOs. “I don’t think it’s going to be very easy for people to find out [which foods are genetically modified].” ""I think this was actually the intent of the 2016 law,"" says Glenn Stone, an environmental anthropologist who studies the GMO debate. ""[It] was passed just in time to overrule a state-level law was taking effect requiring that GMO foods have clear labels."" Vermont had previously passed legislation that would have fined companies for failing to label food containing GM ingredients, including highly processed ones like corn syrup (though it excluded cheese, which often relies on a genetically engineered enzyme called chymosin). It also specified that the labels would include the phrase ""genetic engineering,"" not ""bioengineered.""",food,2
"n contrast, the USDA regulations allow companies to choose between three options: write out the warning (as in ""contains a bioengineered food ingredient""), include a BE label, or use a QR code that would link the consumer to a page disclosing all the information. Stone, along with other labeling proponents, argue that these options will make it harder for people to actually get the information the legislation is supposed to mandate. “This rule claims to label GMO foods, but it exempts the most common GMO food ingredients like soy oil and corn syrup while allowing the use of QR codes,” he says, “knowing perfectly well that few shoppers have the time or inclination to get out their phone, scan a code, and read a website over and over while shopping.” Unless those regulations change, though, it could be quite hard to figure out exactly which foods contain GM ingredients and which do not. Many of the top GM crops grown for human consumption—maize, soybeans, canola, sugar beet, papaya, squash, eggplant, potato, and apples—get processed first, and wouldn't require a label. The rest, if sold whole or as part of another food, would necessitate one. A recent overview of attitudes towards GM foods, published in the journal Annual Reviews, commented that ""Since soybeans and corn (the most widely planted GE crops) are common ingredients in many food products (corn starch, corn syrup, corn oil, and soybean oil), it is likely that foods in the United States listing soybeans and corn as ingredients contain some GE ingredients unless it is specifically stated that they do not.""",food,2
"If there's one meal guaranteed to meet the needs of picky toddlers, harried parents, and broke college students alike, it's mac-n-cheese. Whether you prefer the classic stuff in the blue box or the organic brand famous for its pasta bunnies, you probably realize that mac-n-cheese isn't healthy, exactly. But given the fast food alternatives, we tell ourselves, it's isn't that bad. And yet, because everything we love is secretly conspiring to kill us, a recent report suggests that each serving of America's favorite processed cheese food also serves up a hefty dose of phthalates, a class of chemicals increasingly thought to interfere with the body's hormones. But does this mean that you should give up eating that orange goo? Phthalates, which includes chemicals such as di(2-ethylhexyl) phthalate (DEHP) and Diethyl phthalate (DEP), help make rigid plastics more flexible and less breakable. In cosmetics, phthalates help chemical components better bind to each other. Unfortunately, a growing body of research links them to genital birth defects, the disruption of some hormones, learning disabilities, and behavioral problems. Thanks to a 2008 bill, phthalates are now banned in the production of children’s products (like toys). But they're still abundant. You’ll find phthalates in vinyl flooring, aftershave, nail polish, and increasingly in food, although their presence there isn’t completely understood. It’s thought that some foods packaged in materials containing phthalates (including cellophane, paperboard, and plastics) pick the chemicals up as they sit on your shelves. Tasty. Before delving into the mac-n-cheese report that is currently making the rounds, it's important to note that unless you're raising cows yourself with a feed you're making yourself (and hand-milking said cow into glass containers), almost all dairy products you consume contain phthalates. In fact, you might do all of the aforementioned dairy farming and still find that your milk contains the chemicals. A 2013 study in the journal Environment International tracked the progression of eight different phthalates through the food chain and determined that basically every step of the milk production process helps introduce phthalates into the end result.",food,2
"If you're feeling smug because you don't consume meat or animal products, you may be discouraged to discover that phthalates are also found in fruits and vegetables (albeit at lower concentrations). This is not a question of a single product being bad, but rather a symptom of an unhealthy food production system. Which brings us to the mac-n-cheese report, which is not a peer reviewed study. This means that outside scientists haven't been able to weigh in on the study methods, design, or conclusions. While it was conducted by an independent lab, it was done so at the behest of a host of environmental groups—including the National Resources Defense Council, Earth Justice, Center for Science in the Public Interest and others—under the not-exactly-subtle consortium name ""Klean Up Kraft"". Additionally, the report is heavily redacted: the specific brands they tested aren't referenced, and there are some discrepancies between the report and the summary sheet released to the media. The report, for example, says that they tested 51 samples, while the summary sheet reports that they tested 30. For simplicity's sake, I'm referencing data from the summary sheet. The summary sheet says that phthalates were detected in nearly every cheese product tested—29 out of 30—and that average phthalate levels were four times higher in the powdered stuff than in hard blocks and other cheeses. It also reports that the most commonly detected phthalates were Bis(2-ethylhexyl) phthalate (DEHP), which is used to make plastic more flexible, and Diethyl phthalate(DEP), which is most commonly used to bind cosmetics and fragrances. All of which suggests that you should give up mac-n-cheese, right?",food,2
"Naturally, there are some caveats. The first is that our understanding of phthalates is still evolving, so it's possible that the acceptable threshold may decrease as we learn more. And it's true that the important thing may not be how much we're exposed to, but when we're exposed to it. An adult who has fully developed is likely less sensitive to the effects of phthalates than a fetus or an infant, whose development can be fundamentally changed by hormonal disruptions. The United States Environmental Protection Agency (EPA) already sets a much lower threshold for the level of phthalates an infant should consume—just .02 milligrams a day per kilogram of body weight. If your average four-month-old infant scarfed down an entire box of the powdered stuff, he or she could indeed exceed that limit. But if your four-month-old has jumped right from their first taste of solid food to consuming an entire box of mac-n-cheese a day, you probably have other concerns. Your typical two-year-old—a demographic with more cause for concern—would have to eat five boxes to exceed the EPA's safe dosage. Toddlers may love their powdered cheese, but are they regularly eating thousands of calories' worth in a single day? Again, we're concerned, and it's not because of your tyke's phthalate exposure. The real issue is that these chemicals are ubiquitous, so mac-n-cheese is likely not your only source of exposure. If you wear perfume, wash your clothes with detergents containing fragrance, breathe while inside a room with vinyl floors, eat a container of jelly, or chow down on a carton of vegan ice cream, you’re probably getting some phthalates, too.",food,2
